Item;Tipo de resolución;N° de resolución;Año;Fecha;Organización Deportiva;Distrito;Provincia;Dpto;Base legal;Procedimiento;Afiliación;Disciplina;Lugar de registro;N° partida;Caja;PQTE;Observación 1;Observación 2
1340;RENADE;195-DINADAF-RD-87;1987;23/04/1987;CLUB DEPORTIVO NUEVO HORIZONTE;SAN JUAN DE MIRAFLORES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN JUAN DE MIRAFLORES;FUTBOL;LIBRO DE CLUBES RDIPD;1382-139-87;181;191-213;;
1341;RENADE;196-DINADAF-RD-87;1987;23/04/1987;CLUB DEPORTIVO SOCIAL PACIFICO;SAN MARTIN DE PORRES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN MARTIN DE PORRES;FUTBOL;LIBRO DE CLUBES RDIPD;1383-139-87;181;191-213;;
1342;RENADE;197-DINADAF-RD-87;1987;23/04/1987;CLUB DEPORTIVO MARINERO ROBLES;ANCON;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE ANCON;FUTBOL;LIBRO DE CLUBES RDIPD;1384-139-87;181;191-213;;
1343;RENADE;198-DINADAF-RD-87;1987;23/04/1987;CLUB DEPORTIVO LEE TAE KWON DO;SAN ISIDRO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;COMISION DEPORTIVA NACIONAL DE TAE KWON DO;TAE KWON DO;LIBRO DE CLUBES RDIPD;1388-139-87;181;191-213;;
1344;RENADE;199-DINADAF-RD-87;1987;23/04/1987;CLUB DEPORTIVO CULTURAL MILAGROS;COMAS;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE COMAS;FUTBOL;LIBRO DE CLUBES RDIPD;1386-139-87;181;191-213;;
1345;RENADE;200-DINADAF-RD-87;1987;23/04/1987;CLUB DEPORTIVO ATLANTA F.B.C.;LINCE;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LINCE;FUTBOL;LIBRO DE CLUBES RDIPD;1387-139-87;181;191-213;;
1346;RENADE;201-DINADAF-RD-87;1987;23/04/1987;CLUB DEPORTIVO FRATERNAL AMERICA;BARRANCO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BARRANCO;FUTBOL;LIBRO DE CLUBES RDIPD;1388-139-87;181;191-213;;
1347;RENADE;202-DINADAF-RD-87;1987;23/04/1987;CLUB DEPORTIVO ESTUDIANTES DE SAO PAULO;SAN MARTIN DE PORRES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN MARTIN DE PORRES;FUTBOL;LIBRO DE CLUBES RDIPD;1389-139-87;181;191-213;;
1348;RENADE;203-DINADAF-RD-87;1987;23/04/1987;CLUB DEPORTIVO MOTOCROSS CLUB PERUANO;LINCE;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE MOTOCICLISMO;MOTOCICLISMO;LIBRO DE CLUBES RDIPD;1390-139-87;181;191-213;;
1349;RENADE;204-DINADAF-RD-87;1987;23/04/1987;CLUB DEPORTIVO SOCIAL JUVENTUD TEJADA;BARRANCO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BARRANCO;FUTBOL;LIBRO DE CLUBES RDIPD;1391-140-87;181;191-213;;
1350;RENADE;205-DINADAF-RD-87;1987;24/04/1987;CLUB DEPORTIVO VENENO F.B.C.;ANCON;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE ANCON;FUTBOL;LIBRO DE CLUBES RDIPD;1392-140-87;181;191-213;;
1351;RENADE;206-DINADAF-RD-87;1987;24/04/1987;CLUB DEPORTIVO REAL OLIMIPICO;SAN MARTIN DE PORRES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN MARTIN DE PORRES;FUTBOL;LIBRO DE CLUBES RDIPD;1393-140-87;181;191-213;;
1352;RENADE;207-DINADAF-RD-87;1987;24/04/1987;CLUB DEPORTIVO ASOCIACION DEPORTIVA C.E.D.E.;LA VICTORIA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE ATLETISMO, FUTBOL, LUCHA AMATEUR, LEVANTAMIENTO DE PESAS, TENIS DE MESA, LIGA PROVINCIAL DE GIMNASIA DE LIMA Y LIGA DISTRITAL DE VOLEIBOL DE LIMA ;ATLETISMO, FUTBOL, LUCHA AMATEUR, LEVANTAMIENTO DE PESAS, VOLEIBOL, TENIS DE MESA Y GIMNASIA;LIBRO DE CLUBES RDIPD;1394-140-87;181;191-213;;
1353;RENADE;208-DINADAF-RD-87;1987;24/04/1987;CLUB DEPORTIVO MAESTRO VILLANUEVA;BARRANCO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BARRANCO;FUTBOL;LIBRO DE CLUBES RDIPD;1395-140-87;181;191-213;;
1354;RENADE;209-DINADAF-RD-87;1987;24/04/1987;CLUB DEPORTIVO BARCELONA F.B.C.;HUAURA;CHANCAY;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE HUAURA;FUTBOL;LIBRO DE CLUBES RDIPD;1396-140-87;181;191-213;;
1355;RENADE;210-DINADAF-RD-87;1987;24/04/1987;CLUB DEPORTIVO SPORTING OLAYA;HUACHO;CHANCAY;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE HUACHO;FUTBOL;LIBRO DE CLUBES RDIPD;1397-149-87;181;191-213;;
1356;RENADE;211-DINADAF-RD-87;1987;24/04/1987;CLUB DEPORTIVO JUVENTUS F.B.C.;SANTA MARIA;CHANCAY;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SANTA MARIA;FUTBOL;LIBRO DE CLUBES RDIPD;1398-149-87;181;191-213;;
1357;RENADE;212-DINADAF-RD-87;1987;24/04/1987;CLUB DEPORTIVO ATLETICO JORGE CHAVEZ;SANTIAGO DE SURCO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SANTIAGO DE SURCO;FUTBOL;LIBRO DE CLUBES RDIPD;1399-140-87;181;191-213;;
1358;RENADE;213-DINADAF-RD-87;1987;24/04/1987;CLUB DEPORTIVO LEON DE HUANUCO;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE VILLA MARIA DEL TRIUNFO;FUTBOL;LIBRO DE CLUBES RDIPD;1400-140-87;181;191-213;;
1359;RENADE;214-DINADAF-RD-87;1987;27/04/1987;CLUB DEPORTIVO DEFENSOR KIWI;CHORRILLOS;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHORRILLOS;FUTBOL;LIBRO DE CLUBES RDIPD;1401-141-87;181;214-239;;
1360;RENADE;215-DINADAF-RD-87;1987;27/04/1987;CLUB DEPORTIVO ESTUDIANTES UNIDOS;CARABAYLLO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CARABAYLLO;FUTBOL;LIBRO DE CLUBES RDIPD;1402-141-81;181;214-239;;
1361;RENADE;216-DINADAF-RD-87;1987;27/04/1987;CLUB DEPORTIVO NEWELL'S OLD BOYS;SAN VICENTE;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN VICENTE DE CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1403-141-81;181;214-239;;
1362;RENADE;217-DINADAF-RD-87;1987;27/04/1987;CLUB DEPORTIVO JOSE OLAYA;COMAS;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE COMAS;FUTBOL;LIBRO DE CLUBES RDIPD;1404-141--87;181;214-239;;
1363;RENADE;218-DINADAF-RD-87;1987;27/04/1987;CLUB DEPORTIVO SOCIAL CULTURAL ALIADOS F.B.C.;EL AGUSTINO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE EL AGUSTINO;FUTBOL;LIBRO DE CLUBES RDIPD;1405-141-87;181;214-239;;
1364;RENADE;219-DINADAF-RD-87;1987;27/04/1987;CLUB DEPORTIVO SPORT BOLIVAR;HUACHO;CHANCAY;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE HUACHO;FUTBOL;LIBRO DE CLUBES RDIPD;1406-141-87;181;214-239;;
1365;RENADE;220-DINADAF-RD-87;1987;27/04/1987;CLUB DEPORTIVO CULTURAL SOCIAL LOS LEONES;SAN JUAN DE LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL AMATEUR DE SAN JUAN DE LURIGANCHO;FUTBOL;LIBRO DE CLUBES RDIPD;1407-141-87;181;214-239;;
1366;RENADE;221-DINADAF-RD-87;1987;27/04/1987;CLUB DEPORTIVO JUVENTUD UNIDA 7 DE OCTUBRE;SAN LUIS;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN LUIS;FUTBOL;LIBRO DE CLUBES RDIPD;1408-141-87;181;214-239;;
1367;RENADE;222-DINADAF-RD-87;1987;27/04/1987;CLUB DEPORTIVO ESTUDIANTES UNIDOS;COMAS;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE COMAS;FUTBOL;LIBRO DE CLUBES RDIPD;1409-141-87;181;214-239;;
1368;RENADE;223-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO LOS TIGRES DE PALOMARES;RIMAC;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE BEISBOL;BEISBOL;LIBRO DE CLUBES RDIPD;1410-141-87;181;214-239;;
1369;RENADE;224-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO SOCIAL MARCOS PASCUA;BARRANCO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BARRANCO;FUTBOL;LIBRO DE CLUBES RDIPD;1411-142-87;181;214-239;;
1370;RENADE;225-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO ACADEMIA EUSEBIO LOPEZ ORE;LIMA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CERCADO DE LIMA;FUTBOL;LIBRO DE CLUBES RDIPD;1412-142-87;181;214-239;;
1371;RENADE;226-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO ATLETICO WALTER ORMEÑO;CARABAYLLO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CARABAYLLO;FUTBOL;LIBRO DE CLUBES RDIPD;1413-142-87;181;214-239;;
1372;RENADE;227-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO CORAZON DE JESUS;HUALMAY;HUACHO ;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE HUALMAY;FUTBOL;LIBRO DE CLUBES RDIPD;1414-142-87;181;214-239;;
1373;RENADE;228-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO PEÑAROL;CHANCAY;HUARAL;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHANCAY;FUTBOL;LIBRO DE CLUBES RDIPD;1415-142-87;181;214-239;;
1374;RENADE;229-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO ALFONSO UGARTE;HUAURA;CHANCAY;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE HUAURA;FUTBOL;LIBRO DE CLUBES RDIPD;1416-142-87;181;214-239;;
1375;RENADE;230-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO JUVENTUD MAGDALENA;MAGDALENA DEL MAR;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE MAGDALENA DEL MAR;FUTBOL;LIBRO DE CLUBES RDIPD;1417-142-87;181;214-239;;
1376;RENADE;231-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO VILLA FLAMENGO DE VELASCO;VILLA EL SALVADOR;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE VILLA EL SALVADOR ;FUTBOL;LIBRO DE CLUBES RDIPD;1418-142-87;181;214-239;;
1377;RENADE;232-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO DEFENSOR LAURE SUR;CHANCAY;HUARAL;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHANCAY;FUTBOL;LIBRO DE CLUBES RDIPD;1419-142-87;181;214-239;;
1378;RENADE;233-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO JUVENTUD LA CALERA;CHANCAY;HUARAL;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHANCAY;FUTBOL;LIBRO DE CLUBES RDIPD;1420-142-87;181;214-239;;
1379;RENADE;234-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO CENTRO SOCIAL DEPORTIVO HUARA;HUAURA;CHANCAY;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE HUAURA;FUTBOL;LIBRO DE CLUBES RDIPD;1421-143-87;181;214-239;;
1380;RENADE;235-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO SPORT GRASA;HUAURA;CHANCAY;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE HUAURA;FUTBOL;LIBRO DE CLUBES RDIPD;1422-143-87;181;214-239;;
1381;RENADE;236-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO ATLETICO DEFENSOR ALAYZA;SAN LUIS;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN VICENTE DE CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1423-143-87;181;214-239;;
1382;RENADE;237-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO INDEPENDIENTE MATAZANGO;LA MOLINA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LA MOLINA;FUTBOL;LIBRO DE CLUBES RDIPD;1424-143-87;181;214-239;;
1383;RENADE;238-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO DEFENSOR MUSA LA MOLINA;LA MOLINA;LIMA ;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LA MOLINA;FUTBOL;LIBRO DE CLUBES RDIPD;1425-143-87;181;214-239;;
1384;RENADE;239-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO INDEPENDIENTE MELGAR;BARRANCO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BARRANCO;FUTBOL;LIBRO DE CLUBES RDIPD;1426-143-87;181;214-239;;
1385;RENADE;240-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO SOCIAL LOS TIGRES DE CIENEGUILLA;CIENEGUILLA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LA MOLINA;FUTBOL;LIBRO DE CLUBES RDIPD;1427-143-87;182;240-263;;
1386;RENADE;241-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO DEFENSOR ARENERA LA MOLINA;LA MOLINA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LA MOLINA;FUTBOL;LIBRO DE CLUBES RDIPD;1428-143-87;182;240-263;;
1387;RENADE;242-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO SOCIAL MUNICIPAL DE LA MOLINA;LA MOLINA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LA MOLINA;FUTBOL;LIBRO DE CLUBES RDIPD;1429-144-87;182;240-263;;
1388;RENADE;243-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO SAN JOSE LA MOLINA;LA MOLINA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LA MOLINA;FUTBOL;LIBRO DE CLUBES RDIPD;1430-144-87;182;240-263;;
1389;RENADE;244-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO CENTRO CIVICO JOSE CARLOS MARIATEGUI;LA MOLINA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LA MOLINA;FUTBOL;LIBRO DE CLUBES RDIPD;1431-144-87;182;240-263;;
1390;RENADE;245-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO TALANA BARRANCO;BARRANCO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BARRANCO;FUTBOL;LIBRO DE CLUBES RDIPD;1432-144-87;182;240-263;;
1391;RENADE;246-DINADAF-RD-87;1987;29/04/1987;CLUB SOCIAL DEPORTIVO OCHO DE ENERO;COMAS;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE COMAS;FUTBOL;LIBRO DE CLUBES RDIPD;1433-144-87;182;240-263;;
1392;RENADE;247-DINADAF-RD-87;1987;29/04/1987;CLUB DEPORTIVO UNION;LUNAHUANA;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LUNAHUANA;FUTBOL;LIBRO DE CLUBES RDIPD;1434-144-87;182;240-263;;
1393;RENADE;248-DINADAF-RD-87;1987;28/04/1987;CLUB DEPORTIVO RETABLO;COMAS;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE COMAS;VOLEIBOL;LIBRO DE CLUBES RDIPD;1435-144-87;182;240-263;;
1394;RENADE;249-DINADAF-RD-87;1987;29/04/1987;CLUB DEPORTIVO CULTURAL SOCIAL PROLONGACION PORTACHUELO;SAYAN;CHANCAY;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAYAN;FUTBOL;LIBRO DE CLUBES RDIPD;1436-144-87;182;240-263;;
1395;RENADE;250-DINADAF-RD-87;1987;29/04/1987;CLUB DEPORTIVO MUNICIPAL;SAYAN;CHANCAY;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAYAN;FUTBOL;LIBRO DE CLUBES RDIPD;1437-144-87;182;240-263;;
1396;RENADE;251-DINADAF-RD-87;1987;29/04/1987;CLUB DEPORTIVO SOCIAL HURACAN PACIFICO;CHANCAY;HUARAL;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE CHANCAY;FUTBOL;LIBRO DE CLUBES RDIPD;1438-144-87;182;240-263;;
1397;RENADE;252-DINADAF-RD-87;1987;29/04/1987;CLUB DEPORTIVO ATLETICO GENOVA;BARRANCO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE BARRANCO;FUTBOL;LIBRO DE CLUBES RDIPD;1439-144-87;182;240-263;;
1398;RENADE;253-DINADAF-RD-87;1987;29/04/1987;CLUB DEPORTIVO DEFENSORES MIRAFLORES;SAN VICENTE;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN VICENTE DE CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1440-144-87;182;240-263;;
1399;RENADE;254-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO JUVENTUD MIRAFLORES;SAN VICENTE;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN VICENTE DE CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1441-145-87;182;240-263;;
1400;RENADE;255-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO JUVENTUD LAS ROSAS;SAN VICENTE;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN VICENTE DE CAÑETE;FUTBOL;LIBRO DE CLUBES RDIPD;1442-145-87;182;240-263;;
1401;RENADE;256-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO ASOCIACION PROVINCIAL YAUYO;SAN JUAN DE LURIGANCHO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE VOLEIBOL DE SAN JUAN DE LURIGANCHO;VOLEIBOL;LIBRO DE CLUBES RDIPD;1443-145-87;182;240-263;;
1402;RENADE;257-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO JUVENTUD SAN CARLOS;PUEBLO LIBRE;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PUEBLO LIBRE;FUTBOL;LIBRO DE CLUBES RDIPD;1444-145-87;182;240-263;;
1403;RENADE;258-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO PORVENIR MAGDALENA;PUEBLO LIBRE;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE PUEBLO LIBRE;FUTBOL;LIBRO DE CLUBES RDIPD;1445-145-87;182;240-263;;
1404;RENADE;259-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO JUVENTUD CONDORAN;LUNAHUANA;CAÑETE;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE LUNAHUANA;FUTBOL;LIBRO DE CLUBES RDIPD;1446-145-87;182;240-263;;
1405;RENADE;260-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO CIRCULO SAN MARTIN;SAN MARTIN DE PORRES;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN MARTIN DE PORRES;FUTBOL;LIBRO DE CLUBES RDIPD;1447-145-87;182;240-263;;
1406;RENADE;261-DINADAF-RD-87;1987;30/04/1987;CLUB DEPORTIVO MEDALLA MILAGROSA;MAGDALENA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED Y LEY 24636;INSCRIPCION PRIMIGENIA;LIGA DEPORTIVA DISTRITAL DE FUTBOL DE SAN ISIDRO;FUTBOL;LIBRO DE CLUBES RDIPD;1448-145-87;182;240-263;;
